9987 7032 8310 8987 9158 7334 7334 7149 8993 7687 1 407.001 0 303.323 1 403.3 0 298.692 0 296.656 1 413.693 0 308.329 1 403.29 1 406.783 1 404.912 1 410.717 0 309.7 1 384.095 0 309.159 1 403.373 0 299.208 1 396.22 1 391.196 0 298.626 0 306.249 0 303.452 0 306.768 1 401.207 0 296.566 1 399.751 1 404.097 1 408.418 1 409.688 1 400.304 0 299.334 0 304.892 1 407.994 0 309.057 1 400.046 1 399.808 1 411.679 0 296.719 0 295.691 1 399.918 0 297.936 0 294.03 0 314.886 1 407.99 1 400.91 0 304.658 1 405.836 1 407.544 1 400.203 0 308.032 0 315.387 1 397.486 1 416.718 1 402.328 0 306.207 0 304.015 0 307.228 0 314.895 0 294.634 1 403.18 1 408.681 1 414.683 1 403.285 0 290.046 1 404.712 1 420.293 0 291.098 1 396.953 0 290.527 0 304.733 1 390.354 0 304.116 0 315.497 1 403.282 0 315.195 1 398.247 1 393.334 0 293.181 1 399.688 1 399.108 0 308.109 0 298.444 0 293.836 0 298.125 1 401.148 1 408.242 0 312.583 0 296.014 1 414.5 0 297.563 1 404.431 1 400.177 0 308.291 1 404.185 1 407.674 1 406.809 0 312.026 1 384.112 1 404.865 1 406.385 1 386.483 
6377 7262 7338 8625 8208 6517 8614 7433 9385 7667 0 301.848 1 394.83 1 396.957 0 291.406 0 305.209 1 417.347 0 289.216 0 296.906 0 312.013 0 305.959 1 389.3 0 292.148 1 406.094 0 303.349 1 401.853 1 383.144 0 300.904 0 304.726 1 407.05 0 297.057 0 308.297 1 400.181 1 405.16 0 309.285 0 302.648 0 302.749 0 312.36 0 292.84 1 403.639 1 389.112 0 295.603 0 285.83 1 397.273 0 313.542 0 299.253 1 412.621 1 395.311 1 401.836 1 415.856 0 295.106 1 416.695 0 294.639 1 397.336 0 303.077 0 306.391 0 300.937 0 309.631 0 306.21 1 397.103 1 405.806 1 400.794 1 398.168 1 400.966 1 408.629 0 309.584 0 301.634 0 301.479 1 406.346 1 399.202 1 408.187 0 297.45 0 311.775 1 399.099 0 315.819 0 302.312 0 309.538 0 307.569 0 307.263 1 399.531 1 388.497 0 289.88 0 303.683 0 296.149 0 300.57 1 406.376 1 388.483 0 299.536 1 412.344 0 290.539 0 308.647 1 414.084 0 297.139 0 295.358 1 405.754 0 305.337 0 304.691 1 409.668 1 397.784 0 285.412 1 415.637 0 309.346 0 298.944 1 404.084 0 309.113 1 391.332 0 289.955 1 403.704 0 315.196 0 296.032 0 305.212 
9292 8019 6336 9245 9777 6136 9097 9128 6183 8035 1 418.19 1 399.899 1 397.99 1 408.413 1 399.627 1 387.52 1 403.823 1 401.037 1 412.657 1 400.866 0 304.088 1 400.004 0 313.736 0 303.709 1 400.197 1 404.893 1 398.638 0 294.166 1 410.591 1 407.544 1 402.917 1 409.772 0 298.913 1 411.066 1 400.945 0 310.823 1 393.579 0 303.721 0 307.76 1 399.199 1 400.677 0 312.307 0 310.27 0 315.537 0 315.874 0 304.282 1 401.797 0 306.329 1 397.322 1 396.161 1 404.495 0 316.228 1 415.737 0 305.877 0 308.554 1 401.056 1 427.296 0 300.001 1 408.04 0 295.37 1 393.548 1 404.374 1 401.742 0 310.613 1 399.338 0 305.89 0 293.925 0 316.335 1 396.339 0 298.109 0 312.977 1 405.261 0 297.767 1 406.383 1 390.637 0 295.233 1 415.575 1 401.823 1 395.734 1 402.052 0 310.025 0 304.992 0 303.891 1 399.363 0 295.966 0 302.892 0 297.062 0 311.483 0 303.365 1 396.608 0 305.075 1 414.673 0 301.8 1 403.704 0 295.357 0 310.969 0 296.285 0 299.151 1 408.708 1 421.184 1 421.725 1 412.541 1 406.552 1 390.265 0 312.871 1 391.092 0 303.885 0 309.24 1 407.397 1 404.752 
6756 7113 6423 9821 6942 5026 8942 7197 7934 9956 1 405.134 1 391.743 1 390.611 0 299.269 1 415.011 0 305.36 0 302.478 0 301.978 0 307.808 1 404.503 1 415.44 1 412.319 0 314.698 0 306.813 0 304.361 1 397.224 0 301.31 1 401.535 0 306.227 1 402.473 0 302.493 1 394.417 0 296.172 1 413.089 1 405.168 0 301.62 0 304.346 0 300.934 0 312.992 0 298.334 0 306.495 0 298.53 0 303.537 0 294.388 1 398.119 0 302.985 0 297.284 1 416.764 0 307.729 0 301.026 1 406.426 0 305.449 1 401.487 1 403.587 0 298.625 1 409.243 1 409.902 0 289.146 1 403.348 0 293.751 0 317.705 1 399.589 0 305.406 0 298.055 1 393.63 1 408.189 0 293.118 1 403.724 0 304.153 1 420.069 1 401.338 0 289.901 1 403.425 0 292.733 0 302.062 0 301.743 1 399.292 0 311.8 1 408.009 1 406.177 1 397.793 0 310.715 1 395.071 1 397.668 1 401.562 1 411.499 0 289.781 1 395.026 0 303.968 1 407.732 0 306.506 1 405.026 1 406.919 0 296.716 0 305.525 0 298.673 1 411.776 0 299.773 0 307.084 1 400.871 0 301.338 0 299.529 0 288.989 1 414 0 296.606 0 299.76 1 397.599 0 312.364 0 297.777 1 400.313 
8684 9028 5076 6742 6763 7927 8466 5807 7299 7149 1 395.881 0 302.493 0 316.912 1 407.012 1 399.599 1 410.065 1 410.683 0 307.662 0 298.549 1 398.589 1 394.202 0 307.766 1 408.529 0 288.439 1 407.292 0 311.112 0 298.913 0 299.253 1 411.839 0 311.732 0 312.304 1 401.111 0 298.481 0 296.045 1 399.409 0 293.499 1 398.476 1 396.445 0 292.554 1 419.339 1 404.856 1 389.272 1 395.851 0 305.318 1 383.809 0 293.871 1 404.085 1 396.977 0 312.761 0 315.092 1 421.68 1 397.856 1 403.395 0 306.01 1 399.952 0 306.934 1 397.947 0 311.9 1 390.701 1 393.839 0 303.734 0 295.697 0 298.294 1 406.739 1 407.738 1 401.371 1 398.926 0 316.208 1 396.219 0 294.478 0 308.078 1 390.615 0 313.402 1 415.424 0 296.056 0 302.003 0 302.529 0 296.145 1 397.095 1 397.77 1 391.515 0 305.656 1 413.161 1 402.337 1 398.363 1 398.558 1 400.087 1 405.094 0 292.971 0 310.907 1 390.823 1 393.56 0 295.368 1 406.069 0 308.23 0 302.976 1 406.655 0 290.934 0 301.58 1 400.787 1 421.848 1 397.377 0 298.053 1 412.253 0 302.522 0 300.125 0 303.018 0 299.805 0 310.167 0 307.02 
8831 9229 6664 9514 6284 7993 5451 8630 8518 5932 1 410.485 1 397.469 1 405.134 1 400.363 0 317.067 0 309.298 1 405.914 0 301.921 0 296.865 1 410.394 0 313.812 1 405.665 1 410.994 1 408.29 1 400.597 1 395.875 0 295.992 0 303.125 1 400.085 1 411.905 0 296.237 1 400.26 0 301.704 1 416.447 0 302.775 0 313.104 0 287.531 1 415.596 1 409.471 1 415.912 0 301.104 0 301.96 1 404.336 0 294.914 1 395.903 0 308.219 0 295.011 1 404.007 1 392.489 0 299.483 1 401.426 1 413.236 0 310.211 0 317.387 1 410.488 1 405.068 1 395.604 1 401.599 1 403.418 1 408.756 1 402.743 1 398.65 0 305.039 1 403.072 0 309.477 0 293.542 0 293.236 0 305.429 1 410.316 0 305.653 1 419.528 1 422.511 1 408.93 0 314.195 0 308.299 0 294.788 1 403.256 1 401.213 0 299.408 1 398.279 0 304.661 1 405.07 0 306.721 0 303.297 0 310.733 0 294.687 1 395.325 1 386.892 0 304.849 1 392.077 1 401.985 1 398.233 1 411.205 0 307.448 0 302.877 1 407.645 1 414.988 1 395.405 0 300.004 1 404.421 0 293.58 1 401.338 1 411.051 0 291.358 0 309.012 0 298.943 1 387.306 1 398.562 0 300.97 1 388.307 
5782 9347 7209 8607 9250 9889 7022 7568 5732 5384 0 307.138 1 408.459 1 400.254 0 308.707 1 392.801 0 303.961 0 290.339 0 297.872 0 311.723 1 387.486 0 306.357 1 405.455 0 301.013 0 310.386 0 301.578 0 310.835 0 310.563 0 306.289 1 405.95 0 298.216 1 392.863 1 402.189 0 295.234 1 402.66 1 410.991 1 398.962 0 298.151 1 408.206 1 393.962 0 293.039 0 320.654 0 312.518 1 402.89 0 302.469 1 413.533 0 314.868 1 402.124 1 391.05 1 403.868 0 299.177 0 295.696 0 308.923 0 310.106 0 298.047 0 301.692 1 392.639 0 290.118 1 393.711 1 395.162 0 310.485 0 293.289 0 299.438 1 398.77 1 388.287 0 307.695 0 317.72 1 398.236 0 303.38 1 406.65 0 293.725 0 306.344 0 309.252 1 405.317 0 293.116 0 315.039 0 304.502 1 405.517 1 414.205 0 308.185 1 421.413 1 403.002 1 404.962 1 417.738 1 400.763 1 403.999 1 403.83 1 395.36 1 391.811 0 308.427 0 305.027 1 404.017 0 296.86 1 401.36 0 287.387 0 301.108 1 403.522 0 302.161 1 399.036 1 405.62 1 398.698 1 401.363 0 296.764 0 291.551 1 404.481 1 420.113 0 312.71 0 309.179 1 408.237 0 292.963 1 390.465 
9921 8075 5108 9437 8754 8634 9164 9842 8891 8287 0 299.964 1 407.626 1 410.006 0 303.122 1 400.389 1 404.69 0 307.287 0 305.384 0 295.996 1 399.702 1 403.894 0 307.772 0 301.245 0 299.358 1 404.71 0 307.371 0 312.947 1 410.276 1 397.227 0 313.841 0 308.855 0 312.552 0 306.966 0 297.062 0 308.026 1 404.766 0 319.614 1 386.205 1 408.131 0 302.259 0 307.081 0 295.977 1 401 0 297.562 0 285.213 0 309.687 0 316.879 0 314.868 0 301.624 0 301.593 1 401.449 0 311.488 0 309.216 1 407.647 1 391.102 1 397.241 1 408.036 1 400.165 1 392.259 1 398.595 0 304.754 0 310.95 0 298.36 1 397.605 0 299.469 1 397.45 0 288.807 0 297.409 0 295.28 0 300.066 1 412.298 1 415.586 1 404.903 0 321.547 0 302.774 0 307.398 0 294.15 0 299.066 0 288.201 0 296.85 1 397.609 0 311.961 1 395.586 0 302.158 1 402.547 1 407.066 1 395.481 0 306.321 0 307.412 0 297.103 0 310.554 1 399.886 1 408.557 0 308.981 0 304.874 0 300.556 0 306.263 0 293.282 1 421.13 0 288.772 0 299.524 0 295.409 0 301.978 0 304.478 1 400.152 0 309.65 1 413.226 0 303.369 1 418.316 1 397.76 
8603 9974 8364 9707 6830 5780 9732 7572 8074 9716 0 297.955 0 302.805 1 395.39 1 401.444 0 308.719 1 401.987 0 307.725 1 412.228 0 301.707 0 295.744 1 395.56 0 306.472 0 302.036 0 303.824 1 406.21 1 407.377 0 297.972 1 402.731 1 405.653 1 409.083 0 302.976 0 305.992 1 398.949 1 405.272 0 298.751 1 409.401 0 309.572 0 303.132 1 419.742 0 295.687 0 304.345 1 407.299 0 305.768 1 390.779 1 404.67 0 304.654 1 410.027 0 309.949 0 296.661 0 293.782 1 390.411 1 396.341 0 313.959 1 412.296 1 395.983 0 311.508 1 406.52 0 299.584 0 308.971 0 303.166 0 303.179 0 300.453 1 401.925 1 409.141 1 416.687 1 396.685 0 294.367 1 394.306 0 307.44 0 307.673 0 314.215 0 288.823 0 311.052 0 304.104 0 312.658 1 401.485 1 403.544 1 395.699 0 298.91 1 396.854 1 396.199 0 304.315 0 298.755 0 303.275 1 397.132 1 391.546 1 398.986 0 305.652 1 401.04 0 293.953 0 294.76 0 295.442 1 401.342 0 299.579 1 403.498 0 295.587 1 397.296 1 396.165 0 298.096 0 295.643 1 423.206 1 392.165 1 405.428 1 405.025 0 298.52 1 416.925 0 297.297 0 302.067 0 302.867 0 307.318 
6688 5638 5524 9452 6721 6369 7565 8466 5335 9882 1 402.009 1 410.63 0 300.738 0 295.939 1 408.302 1 403.576 1 412.392 1 396.88 0 297.627 1 407.489 0 291.072 0 304.374 0 301.087 1 400.576 1 396.676 0 296.613 0 304.271 1 410.452 1 411.019 0 304.802 1 398.866 1 400.294 0 299.753 0 304.463 0 303.326 1 400.95 1 408.165 1 405.045 0 295.283 0 294.1 0 296.32 1 397.975 0 296.473 0 309.107 0 309.176 0 298.464 0 305.827 1 402.649 1 390.811 1 401.552 0 299.66 1 414.921 1 397.763 1 396.961 0 306.5 1 404.338 1 413.733 0 315.6 1 408.565 0 299.767 1 418.661 1 408.937 0 299.179 0 300.434 1 402.256 0 312.547 0 299.021 1 397.699 0 312.331 1 397.183 1 409.364 0 295.57 0 298.427 0 305.612 1 417.854 1 399.962 0 308.422 1 393.415 0 311.181 1 398.285 0 308.198 0 300.334 1 391.518 1 403.073 0 301.057 0 293.381 1 404.697 1 404.229 0 300.92 0 308.354 0 303.42 0 306.026 0 310.877 1 407.006 1 399.882 1 393.185 1 395.558 1 402.509 0 303.48 0 293.921 0 309.997 0 317.169 1 394.75 0 319.549 1 401.034 0 290.783 1 403.722 0 291.246 1 394.914 0 302.756 
